0.233742, -0.362549, -0.799805, 0.463867, 
0.239713, -0.342285, -0.818604, 0.481934, 
0.241642, -0.347900, -0.809326, 0.482422, 
0.246116, -0.337646, -0.830811, 0.460938, 
0.425877, -0.323242, -0.840332, 0.459473, 
0.428287, -0.330566, -0.831299, 0.459717, 
0.429765, -0.316162, -0.852783, 0.447266, 
0.445467, -0.318115, -0.850586, 0.461670, 
0.523345, -0.309082, -0.819824, 0.463379, 
0.525150, -0.269043, -0.827148, 0.473145, 
0.526674, -0.281250, -0.875000, 0.392578, 
0.528103, -0.496582, -0.834961, 0.370850, 
0.620761, -0.464355, -1.181396, 0.236816, 
0.622757, -0.506104, -0.878906, 0.216797, 
0.623979, -0.496094, -0.788574, 0.208984, 
0.632150, -0.433350, -0.957031, 0.185547, 
0.718223, -0.423584, -0.924561, 0.215088, 
0.720333, -0.449951, -0.932861, 0.230469, 
0.721440, -0.484863, -0.923828, 0.238770, 
0.731975, -0.464600, -0.889404, 0.267090, 
0.913332, -0.476807, -0.906982, 0.284180, 
0.915416, -0.448730, -0.828369, 0.283447, 
0.916764, -0.524170, -0.720459, 0.202148, 
0.932031, -0.543701, -0.598145, 0.296875, 
1.010763, -0.589600, -0.739014, 0.216309, 
1.012705, -0.602051, -0.646729, 0.211914, 
1.014115, -0.633301, -0.561279, 0.226807, 
1.031890, -0.772217, -0.572510, 0.184326, 
1.205911, -0.925781, -0.570557, 0.162598, 
1.207865, -0.997559, -0.577148, 0.109619, 
1.209195, -0.893066, -0.558838, 0.116943, 
1.212150, -0.856689, -0.501709, 0.176758, 
1.303093, -0.965088, -0.497070, 0.228271, 
1.305096, -1.136230, -0.450684, 0.244629, 
1.306573, -1.171143, -0.314209, 0.170898, 
1.315347, -1.149414, -0.152100, 0.067871, 
1.401085, -1.135742, -0.136475, 0.212402, 
1.403134, -1.064453, -0.247559, 0.271973, 
1.404484, -0.994385, -0.311768, 0.286133, 
1.415260, -0.853027, -0.366943, 0.296387, 
1.499691, -0.732666, -0.340088, 0.293945, 
1.502023, -0.746338, -0.275635, 0.260498, 
1.503620, -0.804443, -0.278076, 0.239990, 
1.515702, -0.852539, -0.311523, 0.261963, 
1.635738, -0.865234, -0.315918, 0.262695, 
1.637972, -0.913818, -0.313232, 0.230713, 
1.639364, -0.968506, -0.296143, 0.177734, 
1.648932, -1.018311, -0.281738, 0.135254, 
1.767693, -1.045166, -0.222900, 0.096436, 
1.769655, -1.051514, -0.176270, 0.079346, 
1.770985, -1.137207, -0.192627, 0.074463, 
1.781997, -1.221191, -0.255371, 0.079834, 
1.898427, -1.154541, -0.288330, 0.091797, 
1.900751, -1.064453, -0.343506, 0.116455, 
1.902086, -0.933105, -0.374268, 0.128418, 
1.915481, -0.837891, -0.395264, 0.124268, 
