0.132831, 0.027832, -0.211182, 0.984863, 
0.133144, 0.027100, -0.208008, 0.985596, 
0.134193, 0.029053, -0.209961, 0.986328, 
0.240160, 0.031250, -0.213623, 0.988281, 
0.240653, 0.026123, -0.199707, 1.000488, 
0.244790, 0.031494, -0.196777, 1.025146, 
0.247146, 0.045410, -0.148682, 1.042725, 
0.390349, 0.010498, -0.243896, 1.003662, 
0.394247, 0.052734, -0.215576, 1.071777, 
0.396609, 0.040771, -0.111572, 1.045410, 
0.398050, 0.091309, -0.505859, 0.911377, 
0.502266, 0.094238, -0.839600, 0.822266, 
0.504442, -0.050049, -0.989502, 0.778320, 
0.505931, -0.037598, -0.769043, 0.665283, 
0.512175, -0.110840, -0.772705, 0.600830, 
0.633711, -0.110352, -0.810303, 0.499512, 
0.635920, -0.139404, -0.783203, 0.458252, 
0.637651, -0.144043, -0.838379, 0.352051, 
0.648566, -0.161377, -0.935547, 0.299805, 
0.764465, -0.166260, -0.862061, 0.152588, 
0.765816, -0.211914, -1.010498, 0.047852, 
0.766520, -0.187988, -1.162354, -0.166016, 
0.781598, -0.253906, -1.071289, -0.732422, 
0.896140, -0.365967, -0.612549, -0.563721, 
0.898112, 0.539795, -0.241943, 3.974609, 
0.899680, -0.443359, -2.722656, -0.567871, 
0.915084, -0.763672, -0.323730, -0.398193, 
1.027383, -0.192627, -0.585205, -0.054443, 
1.029440, -0.284912, -0.740723, -0.086426, 
1.030778, -0.229736, -0.964111, -0.045654, 
1.048651, -0.230713, -1.004150, 0.024658, 
1.158602, -0.233154, -1.097168, 0.414062, 
1.160817, -0.109375, -1.298584, 0.149902, 
1.162139, -0.205322, -0.951416, 0.059082, 
1.182080, -0.222656, -0.966064, -0.059570, 
1.271046, -0.236816, -1.010254, -0.167725, 
1.273234, -0.290771, -0.988770, -0.195801, 
1.274566, -0.302246, -0.989014, -0.168457, 
1.281745, -0.322998, -0.924316, -0.101562, 
1.402305, -0.311768, -0.920654, -0.013184, 
1.404359, -0.327881, -0.920898, -0.000732, 
1.405879, -0.310547, -0.972900, 0.016357, 
1.415331, -0.270020, -1.020508, 0.046387, 
1.556103, -0.333496, -0.888672, 0.029297, 
1.558086, -0.313477, -0.922607, 0.056396, 
1.560804, -0.292480, -0.888916, 0.072754, 
1.562440, -0.290039, -0.792480, 0.084473, 
1.683518, -0.231689, -1.047363, -0.019287, 
1.685448, -0.214844, -1.186279, -0.135254, 
1.686782, -0.194336, -1.325195, -0.609131, 
1.698460, -0.307373, -1.157715, -1.133057, 
1.796034, -0.394287, -1.198242, 0.291748, 
1.798138, 0.119629, -1.164551, -0.212891, 
1.799609, -0.728271, -1.518311, -0.452393, 
1.815322, -0.336182, -0.295654, -0.136719, 
1.927494, -0.276367, -1.013916, -0.039062, 
1.929810, -0.237549, -0.891113, -0.088135, 
1.931875, -0.222900, -0.810303, 0.055420, 
1.948946, -0.220703, -1.256592, 0.154541, 
2.058636, -0.258057, -1.304443, -0.000488, 
2.060878, -0.155762, -0.961426, -0.100098, 
2.062207, -0.303467, -0.871582, -0.154541, 
2.081767, -0.286133, -0.906494, -0.127686, 
2.171102, -0.298340, -0.975098, -0.182129, 
2.173418, -0.331543, -0.881592, -0.140137, 
2.174958, -0.339600, -0.871338, -0.110107, 
2.182144, -0.309814, -0.960205, -0.041260, 
2.321077, -0.327881, -0.954590, -0.035156, 
2.323318, -0.339600, -0.935303, -0.018555, 
2.324632, -0.312744, -1.070801, -0.018555, 
2.332022, -0.312988, -1.010986, 0.066895, 
2.433536, -0.335693, -0.835693, 0.117432, 
2.435523, -0.316162, -0.892334, 0.122559, 
2.436856, -0.287842, -0.950928, 0.160889, 
2.448481, -0.297119, -0.919434, 0.132324, 
2.583679, -0.298828, -1.031982, 0.018555, 
2.585608, -0.204346, -1.230713, -0.129639, 
2.586951, -0.302002, -1.208984, -0.688232, 
2.599030, -0.399170, -0.806885, -0.930176, 
2.714804, 0.054443, -0.351562, 2.604492, 
2.716861, 0.218018, -1.509033, 0.047607, 
2.718189, -0.613281, -1.836182, -0.502441, 
2.732071, -0.384766, -0.500488, -0.145508, 
2.846003, -0.342529, -1.040527, -0.053467, 
2.848080, -0.333252, -0.899170, -0.207275, 
2.849546, -0.420898, -0.830322, -0.228516, 
2.865379, -0.473389, -0.888184, -0.073975, 
2.958488, -0.357910, -1.190430, -0.017578, 
2.960581, -0.278320, -0.962402, -0.086914, 
2.961935, -0.291748, -0.944336, 0.002930, 
2.982057, -0.282959, -0.910645, 0.017334, 
3.108590, -0.320068, -0.899902, 0.054199, 
3.110190, -0.299316, -0.923584, 0.101074, 
3.111101, -0.308594, -1.004883, 0.127197, 
3.131479, -0.357910, -0.945312, 0.198486, 
3.220985, -0.327881, -0.931641, 0.271484, 
